,answer
349,매우좋음
350,매우좋음
351,매우좋음
352,매우좋음
353,'매우좋음'
354,나쁨
355,매우좋음
356,'매우좋음'
357,매우좋음
358,'매우좋음'
359,'매우좋음'
360,'좋음'
361,매우좋음
362,매우좋음
363,매우좋음
364,매우좋음
365,매우좋음
366,좋음
367,'매우좋음'
368,'매우좋음'
369,매우좋음
370,'매우좋음'
371,매우좋음
372,'보통'
373,매우좋음
374,'좋음'
375,'좋음'
376,'보통'
377,'좋음'
378,'매우좋음'
379,매우좋음
380,'매우좋음'
381,'좋음'
382,'좋음'
383,좋음
384,'매우좋음'
385,매우좋음
386,'매우좋음'
387,매우좋음
388,매우좋음
389,'매우좋음'
390,매우좋음
391,매우좋음
392,'매우좋음'
393,매우좋음
394,매우좋음
395,매우좋음
396,매우좋음
397,좋음
398,'매우좋음'
399,매우좋음
400,매우좋음
401,매우좋음
402,'매우좋음'
403,매우좋음
404,'매우좋음'
405,'매우좋음'
406,매우좋음
407,매우좋음
408,'좋음'
409,'매우좋음'
410,매우좋음
411,'매우좋음'
412,매우좋음
413,'좋음'
414,매우좋음
415,매우좋음
416,'매우좋음'
417,'매우나쁨'
418,'보통'
419,'나쁨'
420,'매우좋음'
421,매우좋음
422,매우좋음
423,매우좋음
424,'좋음'
425,'매우좋음'
426,매우좋음
427,좋음
428,'매우좋음'
429,'매우좋음'
430,'나쁨'
431,'좋음'
432,'매우좋음'
433,'매우좋음'
434,매우좋음
435,'좋음'
436,'매우좋음'
437,매우좋음
438,매우좋음
439,매우좋음
440,매우좋음
441,'매우좋음'
442,매우좋음
443,매우좋음
444,좋음
445,매우좋음
446,매우좋음
447,매우좋음
448,매우좋음
449,'좋음'
450,매우좋음
451,매우좋음
452,'매우좋음'
453,'매우좋음'
454,'좋음'
455,'보통'
456,'좋음'
457,매우좋음
458,'매우좋음'
459,'매우좋음'
460,매우좋음
461,매우좋음
462,매우좋음
463,매우좋음
464,매우좋음
465,'좋음'
466,매우좋음
467,'매우좋음'
468,'매우좋음'
469,매우좋음
470,'나쁨'
471,'매우좋음'
472,매우좋음
473,'좋음'
474,매우좋음
475,'매우좋음'
476,'좋음'
477,'매우좋음'
478,매우좋음
479,'좋음'
480,매우좋음
481,매우좋음
482,매우좋음
483,매우좋음
484,나쁨
485,매우좋음
486,매우좋음
487,'매우좋음'
488,매우좋음
489,매우좋음
490,'매우좋음'
491,매우좋음
492,'매우좋음'
493,매우좋음
494,매우좋음
495,'좋음'
496,매우좋음
497,'매우좋음'
498,'매우좋음'
499,'매우좋음'
500,'매우좋음'
501,매우좋음
502,매우좋음
503,매우좋음
504,매우좋음
505,'매우좋음'
506,매우좋음
507,'매우좋음'
508,매우좋음
509,'매우좋음'
510,'매우좋음'
511,매우좋음
512,'매우좋음'
513,매우좋음
514,'매우좋음'
515,'좋음'
516,'매우좋음'
517,'매우좋음'
518,매우좋음
519,매우좋음
520,나쁨
521,나쁨
522,'매우좋음'
523,'매우좋음'
524,'매우좋음'
525,매우좋음
526,매우좋음
527,매우좋음
528,'좋음'
529,매우좋음
530,'매우좋음'
531,'매우좋음'
532,'매우좋음'
533,'매우좋음'
534,'매우좋음'
535,'매우좋음'
536,'보통'
537,'매우좋음'
538,'좋음'
539,매우좋음
540,'좋음'
541,'매우좋음'
542,매우좋음
543,매우좋음
544,매우좋음
545,매우좋음
546,매우좋음
547,'매우좋음'
548,'나쁨'
549,'매우좋음'
550,'매우좋음'
551,매우좋음
552,나쁨
553,매우좋음
554,매우좋음
555,매우좋음
556,'매우좋음'
557,매우좋음
558,'좋음'
559,'매우좋음'
560,'매우좋음'
561,매우좋음
562,매우좋음
563,매우좋음
564,'매우좋음'
565,매우좋음
566,매우좋음
567,매우좋음
568,매우좋음
569,'매우좋음'
570,매우좋음
571,매우좋음
572,'매우좋음'
573,'매우좋음'
574,'매우좋음'
575,'매우좋음'
576,'매우좋음'
577,'좋음'
578,매우좋음
579,매우좋음
580,'매우좋음'
581,'매우좋음'
582,매우좋음
583,매우좋음
584,매우좋음
585,매우좋음
586,'매우좋음'
587,'매우좋음'
588,'매우좋음'
589,매우좋음
590,'좋음'
591,매우좋음
592,매우좋음
593,'좋음'
594,'매우좋음'
595,매우좋음
596,매우좋음
597,'매우좋음'
598,'매우좋음'
599,'매우좋음'
600,'매우좋음'
601,'매우좋음'
602,매우좋음
603,'매우좋음'
604,'매우좋음'
605,'매우좋음'
606,매우좋음
607,'매우좋음'
608,'매우좋음'
609,'매우좋음'
610,'매우좋음'
611,'매우좋음'
612,'매우좋음'
613,'매우좋음'
614,매우좋음
615,'매우좋음'
616,매우좋음
617,'매우좋음'
618,'매우좋음'
619,'매우좋음'
620,매우좋음
621,'좋음'
622,매우좋음
623,'매우좋음'
624,매우좋음
625,매우좋음
626,'매우좋음'
627,매우좋음
628,'매우좋음'
629,'매우좋음'
630,'매우좋음'
631,'매우좋음'
632,'매우좋음'
633,매우좋음
634,'좋음'
635,'좋음'
636,매우좋음
637,'매우좋음'
638,'매우좋음'
639,매우좋음
640,좋음
641,매우좋음
642,'매우좋음'
643,나쁨
644,'보통'
645,'매우좋음'
646,'좋음'
647,매우좋음
648,'매우좋음'
649,'매우좋음'
650,매우좋음
651,매우좋음
652,매우좋음
653,좋음
654,좋음
655,매우좋음
656,매우좋음
657,매우좋음
658,매우좋음
659,매우좋음
660,매우좋음
661,매우좋음
662,매우좋음
663,매우좋음
664,'매우좋음'
665,매우좋음
666,매우좋음
667,매우좋음
668,'매우좋음'
669,'좋음'
670,'좋음'
671,매우좋음
672,매우좋음
673,매우좋음
674,매우좋음
675,매우좋음
676,'매우좋음'
677,매우좋음
678,매우좋음
679,매우좋음
680,'좋음'
681,'매우좋음'
682,매우좋음
683,매우좋음
684,매우좋음
685,매우좋음
686,'매우좋음'
687,매우좋음
688,매우좋음
689,매우좋음
690,'매우좋음'
691,매우좋음
692,매우좋음
693,매우좋음
694,'매우좋음'
695,매우좋음
696,매우좋음
697,매우좋음
698,매우좋음
699,매우좋음
700,매우좋음
701,'매우좋음'
702,매우좋음
703,'좋음'
704,'매우좋음'
705,'매우좋음'
706,'좋음'
707,'매우좋음'
708,'매우좋음'
709,매우좋음
710,매우좋음
711,매우좋음
712,좋음
713,매우좋음
714,'매우좋음'
715,'매우좋음'
716,매우좋음
717,매우좋음
718,'매우좋음'
719,'좋음'
720,'매우좋음'
721,'매우좋음'
722,'좋음'
723,매우좋음
724,매우좋음
725,'좋음'
726,매우좋음
727,매우좋음
728,매우좋음
729,매우좋음
730,'매우나쁨'
731,'매우좋음'
732,좋음
733,'매우좋음'
734,매우좋음
735,매우좋음
736,좋음
737,매우좋음
738,'좋음'
739,매우좋음
740,'매우좋음'
741,매우좋음
742,매우좋음
743,매우좋음
744,'나쁨'
745,매우좋음
746,매우좋음
747,'매우좋음'
748,'매우좋음'
749,'매우좋음'
750,'매우좋음'
751,'매우좋음'
752,'매우좋음'
753,매우좋음
754,'좋음'
755,매우좋음
756,매우좋음
757,매우좋음
758,'매우좋음'
759,'매우좋음'
760,'매우좋음'
761,매우좋음
762,매우좋음
763,'매우좋음'
764,매우좋음
765,매우좋음
766,'매우좋음'
767,좋음
768,매우좋음
769,매우좋음
770,매우좋음
771,매우좋음
772,'매우좋음'
773,매우좋음
774,매우좋음
775,매우좋음
776,매우좋음
777,매우좋음
778,매우좋음
779,'매우좋음'
780,매우좋음
781,매우좋음
782,매우좋음
783,나쁨
784,매우좋음
785,매우좋음
786,나쁨
787,'좋음'
788,'매우좋음'
789,매우좋음
790,매우좋음
791,매우좋음
792,매우좋음
793,'매우좋음'
794,매우좋음
795,'매우좋음'
796,매우좋음
797,'매우좋음'
798,매우좋음
799,'매우좋음'
800,'좋음'
801,매우좋음
802,매우좋음
803,'매우좋음'
804,'매우좋음'
805,매우좋음
806,매우좋음
807,'매우나쁨'
808,'매우좋음'
809,'보통'
810,'매우좋음'
811,'매우좋음'
812,매우좋음
813,'매우좋음'
814,'매우좋음'
815,매우좋음
816,'매우좋음'
817,매우좋음
818,매우좋음
819,매우좋음
820,매우좋음
821,매우좋음
822,매우좋음
823,매우좋음
824,'매우좋음'
825,매우좋음
826,매우좋음
827,'매우좋음'
828,'매우좋음'
829,매우좋음
830,매우좋음
831,'매우좋음'
832,'매우좋음'
833,매우좋음
834,'매우좋음'
835,매우좋음
836,'좋음'
837,'좋음'
838,'매우좋음'
839,매우좋음
840,'매우좋음'
841,매우좋음
842,매우좋음
843,매우좋음
844,매우좋음
845,매우좋음
846,매우좋음
847,매우좋음
848,매우좋음
849,매우좋음
850,보통
851,'매우좋음'
852,매우좋음
853,'매우좋음'
854,'좋음'
855,'매우좋음'
856,'좋음'
857,'매우좋음'
858,'매우좋음'
859,'매우좋음'
860,매우좋음
861,'좋음'
862,'보통'
863,'보통'
864,'매우좋음'
865,매우좋음
866,매우좋음
867,매우좋음
868,'매우좋음'
869,'매우좋음'
870,'보통'
871,매우좋음
872,'매우좋음'
873,매우좋음
874,'매우좋음'
875,'매우좋음'
876,'보통'
877,'좋음'
878,'매우좋음'
879,좋음
880,'좋음'
881,'좋음'
882,'매우좋음'
883,'매우좋음'
884,'매우좋음'
885,'매우좋음'
886,매우좋음
887,'매우좋음'
888,'매우좋음'
889,매우좋음
890,매우좋음
891,매우좋음
892,'매우좋음'
893,'매우좋음'
894,'매우좋음'
895,매우좋음
896,매우좋음
897,'매우좋음'
898,매우좋음
899,'매우좋음'
900,'매우좋음'
901,'매우좋음'
902,'좋음'
903,'좋음'
904,'매우좋음'
905,'매우좋음'
906,매우좋음
907,'좋음'
908,'좋음'
909,'좋음'
910,'좋음'
911,'좋음'
912,매우좋음
913,'매우좋음'
914,'매우좋음'
915,매우좋음
916,'매우좋음'
917,'보통'
918,'매우좋음'
919,'매우좋음'
920,'좋음'
921,매우좋음
922,매우좋음
923,'매우좋음'
924,'보통'
925,매우좋음
926,'보통'
927,'매우좋음'
928,매우좋음
929,매우좋음
930,'매우좋음'
931,'좋음'
932,'매우좋음'
933,'매우좋음'
934,'매우좋음'
935,매우좋음
936,'매우좋음'
937,'매우좋음'
938,'보통'
939,'보통'
940,매우좋음
941,'매우좋음'
942,'좋음'
943,'보통'
944,'매우좋음'
945,'매우좋음'
946,'매우좋음'
947,매우좋음
948,'매우좋음'
949,'매우좋음'
950,매우좋음
951,매우좋음
952,'매우좋음'
953,'매우좋음'
954,매우좋음
955,'매우좋음'
956,매우좋음
957,매우좋음
958,매우좋음
959,매우좋음
960,'매우좋음'
961,매우좋음
962,'매우좋음'
963,'매우좋음'
964,'매우좋음'
965,'나쁨'
966,매우좋음
967,매우좋음
968,'매우좋음'
969,좋음
970,'좋음'
971,'매우좋음'
972,'좋음'
973,'매우좋음'
974,매우좋음
975,매우좋음
976,매우좋음
977,매우좋음
978,매우좋음
979,'보통'
980,'매우좋음'
981,보통
982,'보통'
983,'보통'
984,'매우좋음'
985,'매우좋음'
986,'매우좋음'
987,'좋음'
988,매우좋음
989,매우좋음
990,'매우좋음'
991,'매우좋음'
992,'보통'
993,매우좋음
994,'매우좋음'
995,'매우좋음'
996,매우좋음
997,매우좋음
998,'매우좋음'
999,'매우좋음'
1000,'매우좋음'
1001,'매우좋음'
1002,'매우좋음'
1003,'매우좋음'
1004,매우좋음
1005,좋음
1006,'매우좋음'
1007,'매우좋음'
1008,'매우좋음'
1009,'매우좋음'
1010,'매우좋음'
1011,'매우좋음'
1012,'매우좋음'
1013,매우좋음
1014,'좋음'
1015,매우좋음
1016,'좋음'
1017,'보통'
1018,'매우좋음'
1019,'매우좋음'
1020,매우좋음
1021,'매우좋음'
1022,매우좋음
1023,매우좋음
1024,매우좋음
1025,'매우좋음'
1026,'매우좋음'
1027,'매우좋음'
1028,'매우좋음'
1029,매우좋음
1030,매우좋음
1031,매우좋음
1032,매우좋음
1033,매우좋음
1034,'매우좋음'
1035,'매우좋음'
1036,매우좋음
1037,'매우좋음'
1038,'매우좋음'
1039,'매우좋음'
1040,매우좋음
1041,'매우좋음'
1042,'매우좋음'
1043,'매우좋음'
1044,'매우좋음'
1045,매우좋음
1046,'매우좋음'
1047,'좋음'
1048,'보통'
1049,'매우좋음'
1050,매우좋음
1051,'매우좋음'
1052,매우좋음
1053,매우좋음
1054,매우좋음
1055,'매우좋음'
1056,매우좋음
1057,매우좋음
1058,매우좋음
1059,'매우좋음'
1060,'매우좋음'
1061,매우좋음
1062,매우좋음
1063,'보통'
1064,매우좋음
1065,매우좋음
1066,'매우좋음'
1067,'좋음'
1068,'매우좋음'
1069,매우좋음
1070,'매우좋음'
1071,'매우좋음'
1072,매우좋음
1073,'좋음'
1074,매우좋음
1075,매우좋음
1076,좋음
1077,매우좋음
1078,매우좋음
1079,'좋음'
1080,매우좋음
1081,매우좋음
1082,'보통'
1083,'매우좋음'
1084,'보통'
1085,매우좋음
1086,'좋음'
1087,매우좋음
1088,매우좋음
1089,'보통'
1090,매우좋음
1091,매우좋음
1092,'보통'
1093,매우좋음
1094,매우좋음
1095,매우좋음
1096,'좋음'
1097,'매우좋음'
1098,'보통'
1099,매우좋음
1100,'매우좋음'
1101,'매우좋음'
1102,'매우좋음'
1103,매우좋음
1104,'매우좋음'
1105,'매우좋음'
1106,매우좋음
1107,매우좋음
1108,매우좋음
1109,'매우좋음'
1110,'매우좋음'
1111,매우좋음
1112,'매우좋음'
1113,매우좋음
1114,'좋음'
1115,'좋음'
1116,매우좋음
1117,매우좋음
1118,매우좋음
1119,매우좋음
1120,매우좋음
1121,'매우좋음'
1122,매우좋음
1123,'보통'
1124,'매우좋음'
1125,'매우좋음'
1126,매우좋음
1127,매우좋음
1128,매우좋음
1129,'매우좋음'
1130,매우좋음
1131,'매우좋음'
1132,'매우좋음'
1133,'매우좋음'
1134,매우좋음
1135,매우좋음
1136,'좋음'
1137,매우좋음
1138,'매우좋음'
1139,매우좋음
1140,매우좋음
1141,매우좋음
1142,좋음
1143,매우좋음
1144,매우좋음
1145,매우좋음
1146,매우좋음
1147,매우좋음
1148,매우좋음
1149,매우좋음
1150,'매우좋음'
1151,'매우좋음'
1152,'매우좋음'
1153,'나쁨'
1154,매우좋음
1155,'매우좋음'
1156,'매우좋음'
1157,매우좋음
1158,매우좋음
1159,'매우좋음'
1160,매우좋음
1161,'매우좋음'
1162,'좋음'
1163,매우좋음
1164,'매우좋음'
1165,'매우좋음'
1166,'매우좋음'
1167,매우좋음
1168,'매우좋음'
1169,'좋음'
1170,'매우좋음'
1171,매우좋음
1172,매우좋음
1173,'매우좋음'
1174,매우좋음
1175,매우좋음
1176,매우좋음
1177,매우좋음
1178,매우좋음
1179,매우좋음
1180,'매우좋음'
1181,매우좋음
1182,'매우좋음'
1183,'매우좋음'
1184,'매우좋음'
1185,매우좋음
1186,'매우좋음'
1187,'좋음'
1188,'매우좋음'
1189,매우좋음
1190,'매우좋음'
1191,매우좋음
1192,'보통'
1193,'매우좋음'
1194,'매우좋음'
1195,매우좋음
1196,매우좋음
1197,매우좋음
1198,매우좋음
1199,매우좋음
1200,'좋음'
1201,'매우좋음'
1202,매우좋음
1203,매우좋음
1204,매우좋음
1205,매우좋음
1206,매우좋음
1207,'매우좋음'
1208,'매우좋음'
1209,매우좋음
1210,매우좋음
1211,'매우좋음'
1212,'매우좋음'
1213,'매우좋음'
1214,'매우좋음'
1215,'매우좋음'
1216,매우좋음
1217,매우좋음
1218,'매우좋음'
1219,'매우좋음'
1220,'보통'
1221,매우좋음
1222,매우좋음
1223,매우좋음
1224,'보통'
1225,'보통'
1226,'보통'
1227,'보통'
1228,'좋음'
1229,매우좋음
1230,좋음
1231,매우좋음
1232,매우좋음
1233,'좋음'
1234,'매우좋음'
1235,매우좋음
1236,매우좋음
1237,'나쁨'
1238,'매우좋음'
1239,'매우좋음'
1240,'매우좋음'
1241,'매우좋음'
1242,'매우좋음'
1243,'매우좋음'
1244,매우좋음
1245,'매우좋음'
1246,'매우좋음'
1247,'매우좋음'
1248,'매우좋음'
1249,매우좋음
1250,'매우좋음'
1251,'매우좋음'
1252,매우좋음
1253,'매우좋음'
1254,매우좋음
1255,'매우좋음'
1256,'매우좋음'
1257,'매우좋음'
1258,매우좋음
1259,매우좋음
1260,'매우좋음'
1261,매우좋음
1262,'매우좋음'
1263,매우좋음
1264,'매우좋음'
1265,매우좋음
1266,'매우좋음'
1267,매우좋음
1268,'매우좋음'
1269,'매우좋음'
1270,'매우좋음'
1271,매우좋음
1272,매우좋음
1273,'매우좋음'
1274,'매우좋음'
1275,매우좋음
1276,'좋음'
1277,'매우좋음'
1278,매우좋음
1279,'매우좋음'
1280,매우좋음
1281,매우좋음
1282,매우좋음
1283,'보통'
1284,'매우좋음'
1285,매우좋음
1286,'매우좋음'
1287,'매우좋음'
1288,매우좋음
1289,매우좋음
1290,매우좋음
1291,매우좋음
1292,매우좋음
1293,매우좋음
1294,매우좋음
1295,'매우좋음'
1296,'매우좋음'
1297,'매우좋음'
1298,'매우좋음'
1299,매우좋음
1300,'나쁨'
1301,매우좋음
1302,'좋음'
1303,'매우나쁨'
1304,매우좋음
1305,'매우좋음'
1306,매우좋음
1307,매우좋음
1308,매우좋음
1309,매우좋음
1310,'좋음'
1311,매우좋음
1312,매우좋음
1313,매우좋음
1314,'매우좋음'
1315,'매우좋음'
1316,매우좋음
1317,'매우좋음'
1318,'매우좋음'
1319,'매우좋음'
1320,매우좋음
1321,매우좋음
1322,'좋음'
1323,매우좋음
1324,'매우좋음'
1325,매우좋음
1326,매우좋음
1327,'매우좋음'
1328,매우좋음
1329,매우좋음
1330,'매우좋음'
1331,매우좋음
1332,매우좋음
1333,'매우좋음'
1334,나쁨
1335,매우좋음
1336,'매우좋음'
1337,'매우좋음'
1338,매우좋음
1339,'매우좋음'
1340,'매우좋음'
1341,'좋음'
1342,'매우좋음'
1343,매우좋음
1344,'매우나쁨'
1345,'매우나쁨'
1346,매우좋음
1347,매우좋음
1348,'매우좋음'
1349,나쁨
1350,'매우좋음'
1351,매우좋음
1352,'보통'
1353,'매우좋음'
1354,매우좋음
1355,'매우좋음'
1356,'매우좋음'
1357,매우좋음
1358,'매우좋음'
1359,'보통'
1360,'매우좋음'
1361,'매우좋음'
1362,'매우좋음'
1363,매우좋음
1364,매우좋음
1365,'매우좋음'
1366,'나쁨'
1367,'좋음'
1368,'매우좋음'
1369,매우좋음
1370,매우좋음
1371,매우좋음
1372,매우좋음
1373,'보통'
1374,'좋음'
1375,좋음
1376,'매우좋음'
1377,'매우나쁨'
1378,'좋음'
1379,매우좋음
1380,좋음
1381,'좋음'
1382,'매우좋음'
1383,'매우좋음'
1384,'매우좋음'
1385,'매우좋음'
1386,매우좋음
1387,'매우좋음'
1388,매우좋음
1389,'매우좋음'
1390,'매우좋음'
1391,'매우좋음'
1392,'매우좋음'
1393,매우좋음
1394,'좋음'
1395,보통
1396,'보통'
1397,'좋음'
1398,'매우좋음'
1399,매우좋음
1400,매우좋음
1401,'매우좋음'
1402,매우좋음
1403,매우좋음
1404,매우좋음
1405,매우좋음
1406,'매우좋음'
1407,'매우좋음'
1408,'보통'
1409,'좋음'
1410,'좋음'
1411,'매우좋음'
1412,'매우좋음'
1413,'매우좋음'
1414,'보통'
1415,매우좋음
1416,매우좋음
1417,'매우좋음'
1418,'좋음'
1419,'매우좋음'
1420,'좋음'
1421,매우좋음
1422,'좋음'
1423,'매우좋음'
1424,'매우좋음'
1425,'보통'
1426,'좋음'
1427,'매우좋음'
1428,'좋음'
1429,매우좋음
1430,'매우좋음'
1431,'보통'
1432,'좋음'
1433,'매우좋음'
1434,매우좋음
1435,'매우좋음'
1436,매우좋음
1437,매우좋음
1438,매우좋음
1439,'매우좋음'
1440,'매우좋음'
1441,매우좋음
1442,'보통'
1443,매우좋음
1444,매우좋음
1445,'매우좋음'
1446,매우좋음
1447,'매우좋음'
1448,매우좋음
1449,'매우좋음'
1450,매우좋음
1451,매우좋음
1452,'매우좋음'
1453,'매우좋음'
1454,'매우좋음'
1455,'매우좋음'
1456,'좋음'
1457,'매우좋음'
1458,매우좋음
1459,'매우좋음'
1460,보통
1461,'매우좋음'
1462,'보통'
1463,'보통'
1464,'보통'
1465,'매우좋음'
1466,매우좋음
1467,'매우좋음'
1468,매우좋음
1469,'매우좋음'
1470,좋음
1471,좋음
1472,매우좋음
1473,'좋음'
1474,'매우좋음'
1475,'매우좋음'
1476,매우좋음
1477,'매우좋음'
1478,매우좋음
1479,'매우좋음'
1480,'매우좋음'
1481,좋음
1482,'매우좋음'
1483,'매우좋음'
1484,좋음
1485,'보통'
1486,매우좋음
1487,매우좋음
1488,매우좋음
1489,'좋음'
1490,'좋음'
1491,'좋음'
1492,매우좋음
1493,'좋음'
1494,'보통'
1495,매우좋음
1496,매우좋음
1497,매우좋음
1498,'좋음'
1499,매우좋음
1500,'매우좋음'
1501,매우좋음
1502,'매우좋음'
1503,매우좋음
1504,나쁨
1505,'매우좋음'
1506,'매우좋음'
1507,매우좋음
1508,'매우좋음'
1509,'매우나쁨'
1510,'매우좋음'
1511,'매우좋음'
1512,'매우좋음'
1513,'매우좋음'
1514,매우좋음
1515,'매우좋음'
1516,'매우좋음'
1517,'매우좋음'
1518,'매우좋음'
1519,'매우좋음'
1520,'매우좋음'
1521,매우좋음
1522,'좋음'
1523,매우좋음
1524,매우좋음
1525,좋음
1526,'좋음'
1527,'매우좋음'
1528,매우좋음
1529,매우좋음
1530,'매우좋음'
1531,좋음
1532,'매우좋음'
1533,'매우좋음'
1534,좋음
1535,'보통'
1536,좋음
1537,매우좋음
1538,'매우좋음'
1539,'보통'
1540,'매우좋음'
1541,매우좋음
1542,매우좋음
1543,'매우좋음'
1544,'매우좋음'
1545,'매우좋음'
1546,'좋음'
